animal id,PLYUID,start,stop,duration,mFrequency_Hz,mPeriod_s,mHeight_V,mO2_V,mCO2_V,mTchamber_V,segment,start_time,stop_time,Alias,Cal Seg,MAN_IND_INCLUDE,MAN_IND_CAL,MAN_IND_GAS_CAL,CAL_O2,CAL_CO2,MAN_IND_GAS,MAN_IND_INJECTION
M17861,Ply1191,11579.2,11580.249000000002,1.05,4.626565158,0.2371160313,1.393437505,1.952497916,3.048783039,0.02920000009,5% CO2,0 days 03:12:59.200000,0 days 03:13:00.249000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17861,Ply1191,11582.5,11583.749000000002,1.25,5.103888512,0.1959774569,1.305078119,1.981805253,2.888483498,0.02915600013,5% CO2,0 days 03:13:02.500000,0 days 03:13:03.749000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17861,Ply1191,11592.35,11600.649000000001,8.3,5.074883659,0.1972057765,1.391135669,1.999849895,2.866093674,0.02923629524,5% CO2,0 days 03:13:12.350000,0 days 03:13:20.649000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17861,Ply1191,11602.6,11611.049,8.45,5.433241595,0.185591781,1.499552561,2.003897777,2.849112388,0.02928435652,5% CO2,0 days 03:13:22.600000,0 days 03:13:31.049000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17861,Ply1191,11613.75,11629.249000000002,15.5,5.401398548,0.1863268485,1.5755221,1.976906631,2.968674658,0.02923689522,5% CO2,0 days 03:13:33.750000,0 days 03:13:49.249000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17861,Ply1191,11639.25,11650.649000000001,11.4,5.344241652,0.1897491009,1.622990304,1.973419244,2.934813624,0.0291581964,5% CO2,0 days 03:13:59.250000,0 days 03:14:10.649000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17861,Ply1191,11661.7,11681.649000000001,19.95,5.2817541,0.1905326817,1.605998185,1.980257974,2.887144877,0.02914661668,5% CO2,0 days 03:14:21.700000,0 days 03:14:41.649000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17864,Ply1179,5529.0,5538.6990000000005,9.7,4.775304667,0.2099886288,1.382104166,2.025574176,2.802810468,0.02993295723,5% CO2,0 days 01:32:09,0 days 01:32:18.699000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17864,Ply1179,5562.900000000001,5576.6990000000005,13.8,5.020757249,0.2043100349,1.454450755,2.00028777,2.89389157,0.02992821533,5% CO2,0 days 01:32:42.900000,0 days 01:32:56.699000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17864,Ply1179,5599.05,5634.549,35.5,4.606752937,0.2181262968,1.479924769,2.022311392,2.828193491,0.02991980609,5% CO2,0 days 01:33:19.050000,0 days 01:33:54.549000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17864,Ply1179,5666.1,5675.249000000001,9.15,4.806396623,0.208854247,1.555843029,2.016387013,2.853050993,0.0299099724,5% CO2,0 days 01:34:26.100000,0 days 01:34:35.249000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17864,Ply1179,5697.25,5725.6990000000005,28.45,4.504831622,0.2225494584,1.40758612,2.017656187,2.863195414,0.02991959552,5% CO2,0 days 01:34:57.250000,0 days 01:35:25.699000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17865,Ply1180,7129.6,7136.649,7.05,5.031641736,0.1992367839,1.457812495,1.979186079,2.997733241,0.02992504407,5% CO2,0 days 01:58:49.600000,0 days 01:58:56.649000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17865,Ply1180,7154.6,7170.099,15.5,5.023757477,0.1992073936,1.485542759,1.988758205,2.954768587,0.02993114894,5% CO2,0 days 01:59:14.600000,0 days 01:59:30.099000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17865,Ply1180,7208.0,7228.499000000001,20.5,4.958624988,0.2041806218,1.457530245,1.981875103,2.930864009,0.02991443571,5% CO2,0 days 02:00:08,0 days 02:00:28.499000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17865,Ply1180,7235.75,7252.499000000001,16.75,4.987479492,0.2019295554,1.456373462,1.953744423,3.055435507,0.02993888036,5% CO2,0 days 02:00:35.750000,0 days 02:00:52.499000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17865,Ply1180,7258.25,7277.549000000001,19.3,5.152336996,0.1942423749,1.406087378,1.968783372,3.008315073,0.02992755804,5% CO2,0 days 02:00:58.250000,0 days 02:01:17.549000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17865,Ply1180,7295.35,7303.399,8.05,5.162588445,0.1938241062,1.427286578,1.976090683,2.945697707,0.02991385844,5% CO2,0 days 02:01:35.350000,0 days 02:01:43.399000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17866,Ply1170,6944.650000000001,6982.6990000000005,38.05,4.527811245,0.2220778846,1.999490816,1.969625507,2.950839168,0.02926066856,5% CO2,0 days 01:55:44.650000,0 days 01:56:22.699000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17866,Ply1170,6872.5,6934.149,61.65,4.360932295,0.2295212628,1.949434472,1.973059108,2.933828387,0.02927802617,5% CO2,0 days 01:54:32.500000,0 days 01:55:34.149000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17874,Ply1178,6645.3,6667.249000000001,21.95,4.141163347,0.2420102259,1.231788194,2.029486481,2.754429398,0.02907854519,5% CO2,0 days 01:50:45.300000,0 days 01:51:07.249000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17874,Ply1178,6674.5,6688.1990000000005,13.7,3.967097669,0.2528734665,1.199929249,2.032545709,2.743525295,0.02903170645,5% CO2,0 days 01:51:14.500000,0 days 01:51:28.199000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17874,Ply1178,6730.950000000001,6776.499000000001,45.55,3.830734715,0.2628352636,1.217276014,2.037798704,2.715283877,0.02906820137,5% CO2,0 days 01:52:10.950000,0 days 01:52:56.499000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17877,Ply1183,5409.8,5412.599,2.8,5.087667208,0.1966601862,1.64737982,1.980480804,2.98091596,0.03124073662,5% CO2,0 days 01:30:09.800000,0 days 01:30:12.599000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17877,Ply1183,5479.1,5487.399,8.3,4.863894613,0.2104111322,1.665699011,1.962014348,3.067735053,0.03096600177,5% CO2,0 days 01:31:19.100000,0 days 01:31:27.399000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17877,Ply1183,5489.700000000001,5496.099,6.4,5.256988241,0.1937095331,1.703870973,1.96453457,3.067835695,0.03101567405,5% CO2,0 days 01:31:29.700000,0 days 01:31:36.099000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17877,Ply1183,5498.85,5504.599,5.75,4.991609202,0.2004652101,1.634953706,1.958901254,3.12028674,0.03098440242,5% CO2,0 days 01:31:38.850000,0 days 01:31:44.599000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17877,Ply1183,5519.200000000001,5524.849,5.65,5.369106589,0.1869396454,1.608868529,1.98191178,3.023469579,0.0310346241,5% CO2,0 days 01:31:59.200000,0 days 01:32:04.849000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17877,Ply1183,5594.6,5616.1990000000005,21.6,5.051497212,0.1984985654,1.710023148,1.965887514,3.046702025,0.03112275764,5% CO2,0 days 01:33:14.600000,0 days 01:33:36.199000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17877,Ply1183,5562.3,5588.1990000000005,25.9,5.519243705,0.1845528285,2.188772491,1.946904718,3.104001086,0.03039417272,5% CO2,0 days 01:32:42.300000,0 days 01:33:08.199000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17877,Ply1183,5620.55,5631.799,11.25,5.113804943,0.1958034425,1.625745608,1.974904441,3.056715583,0.03134408324,5% CO2,0 days 01:33:40.550000,0 days 01:33:51.799000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17877,Ply1183,5640.200000000001,5658.4490000000005,18.25,5.044798861,0.1982943322,1.562894917,1.976721143,3.074768921,0.03170681463,5% CO2,0 days 01:34:00.200000,0 days 01:34:18.449000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17878,Ply1160,5382.900000000001,5399.849,16.95,4.939521956,0.2027141495,1.595685236,1.972791133,2.931531981,0.03005739296,5% CO2,0 days 01:29:42.900000,0 days 01:29:59.849000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17878,Ply1160,5408.05,5414.099,6.05,4.773800526,0.2095804401,1.435814726,1.987174484,2.879195454,0.03003336761,5% CO2,0 days 01:30:08.050000,0 days 01:30:14.099000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17878,Ply1160,5428.25,5436.799,8.55,4.686402908,0.2135457672,1.547067312,1.968815204,2.94807847,0.03001407147,5% CO2,0 days 01:30:28.250000,0 days 01:30:36.799000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17878,Ply1160,5441.6,5453.349,11.75,4.915301566,0.203714845,1.675065796,1.944245799,3.042285479,0.0300076328,5% CO2,0 days 01:30:41.600000,0 days 01:30:53.349000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17878,Ply1160,5475.85,5519.049,43.2,5.539207531,0.1866649698,2.020898105,1.924638433,3.097171691,0.02998509094,5% CO2,0 days 01:31:15.850000,0 days 01:31:59.049000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17878,Ply1160,5532.05,5540.899,8.85,4.570792258,0.2189473331,1.6636875,1.95639587,3.021506769,0.02995127093,5% CO2,0 days 01:32:12.050000,0 days 01:32:20.899000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17884,Ply1172,9743.150000000001,9760.399000000001,17.25,5.15095914,0.1949044805,2.055312508,1.973558276,2.959838425,0.03051260922,5% CO2,0 days 02:42:23.150000,0 days 02:42:40.399000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17884,Ply1172,9788.050000000001,9796.949,8.9,5.141815397,0.1949847076,2.120958334,1.96150446,2.98651236,0.03054083621,5% CO2,0 days 02:43:08.050000,0 days 02:43:16.949000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17884,Ply1172,9855.7,9869.349,13.65,5.417315516,0.1859698685,2.184531253,1.983727703,2.925544943,0.03059549045,5% CO2,0 days 02:44:15.700000,0 days 02:44:29.349000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17884,Ply1172,9931.7,9948.749,17.05,5.282519198,0.2040443396,2.144171676,1.954937868,3.048787701,0.03072969254,5% CO2,0 days 02:45:31.700000,0 days 02:45:48.749000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17884,Ply1172,9966.7,9970.949,4.25,5.817955931,0.1719722456,2.629986972,1.959976249,3.036172281,0.03068463284,5% CO2,0 days 02:46:06.700000,0 days 02:46:10.949000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17884,Ply1172,10005.400000000001,10014.849,9.45,5.485586071,0.185228238,2.068087494,1.963168024,3.031671792,0.03076746076,5% CO2,0 days 02:46:45.400000,0 days 02:46:54.849000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17887,Ply1169,5235.150000000001,5239.349,4.2,4.922924066,0.2032505579,1.379359365,2.019513908,2.765372987,0.03020029776,5% CO2,0 days 01:27:15.150000,0 days 01:27:19.349000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17887,Ply1169,5246.400000000001,5249.749000000001,3.35,5.043899804,0.1990953078,1.408164077,2.036474259,2.707545044,0.03019972028,5% CO2,0 days 01:27:26.400000,0 days 01:27:29.749000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17887,Ply1169,5252.950000000001,5264.799,11.85,5.201346556,0.194063706,1.514510415,2.03124826,2.729356035,0.03021323857,5% CO2,0 days 01:27:32.950000,0 days 01:27:44.799000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17887,Ply1169,5266.1,5277.9490000000005,11.85,5.034287049,0.1999681802,1.527007416,2.030587638,2.738076156,0.03021492632,5% CO2,0 days 01:27:46.100000,0 days 01:27:57.949000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17887,Ply1169,5281.1,5297.149,16.05,5.694226624,0.1839042537,1.570595584,2.013371982,2.788020462,0.03021604378,5% CO2,0 days 01:28:01.100000,0 days 01:28:17.149000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17887,Ply1169,5418.650000000001,5423.349,4.7,5.140962899,0.1946982536,1.485872408,2.022687765,2.786995885,0.03018198149,5% CO2,0 days 01:30:18.650000,0 days 01:30:23.349000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17887,Ply1169,5425.700000000001,5430.149,4.45,5.752420743,0.1786691314,1.395507817,2.012112921,2.80800695,0.03020393273,5% CO2,0 days 01:30:25.700000,0 days 01:30:30.149000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17887,Ply1169,5433.55,5442.499000000001,8.95,5.283245026,0.1997727471,1.504215118,2.002496366,2.871386941,0.03021913426,5% CO2,0 days 01:30:33.550000,0 days 01:30:42.499000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17887,Ply1169,5458.150000000001,5461.899,3.75,5.369802801,0.1868900374,1.497138149,1.995034754,2.904161337,0.03021225016,5% CO2,0 days 01:30:58.150000,0 days 01:31:01.899000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17887,Ply1169,5466.200000000001,5468.349,2.15,5.070224073,0.1974140406,1.370694465,2.005120637,2.867634596,0.03022063971,5% CO2,0 days 01:31:06.200000,0 days 01:31:08.349000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17887,Ply1169,5473.950000000001,5498.049,24.1,5.64847742,0.1867443922,1.583174216,2.007206189,2.876808535,0.0301943855,5% CO2,0 days 01:31:13.950000,0 days 01:31:38.049000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17887,Ply1169,5501.1,5507.649,6.55,5.85459389,0.176079593,1.241196431,1.998556489,2.897134116,0.03016440849,5% CO2,0 days 01:31:41.100000,0 days 01:31:47.649000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17887,Ply1169,5540.400000000001,5556.6990000000005,16.3,5.069186127,0.2014240703,1.418992186,2.037565062,2.782258532,0.03019783372,5% CO2,0 days 01:32:20.400000,0 days 01:32:36.699000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17887,Ply1169,5572.3,5581.9490000000005,9.65,5.086406042,0.197531715,1.338587242,2.037856972,2.787267165,0.0301979276,5% CO2,0 days 01:32:52.300000,0 days 01:33:01.949000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17888,Ply1158,5118.400000000001,5139.049,20.65,4.783355253,0.2103628146,1.422164937,1.996486638,2.880205826,0.02955562932,5% CO2,0 days 01:25:18.400000,0 days 01:25:39.049000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17888,Ply1158,5143.900000000001,5154.099,10.2,4.975251617,0.2024920616,1.426306252,2.019606369,2.792375215,0.02954255493,5% CO2,0 days 01:25:43.900000,0 days 01:25:54.099000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17888,Ply1158,5161.8,5177.549,15.75,4.613703677,0.2175530751,1.420770242,2.036463579,2.728087619,0.02960972196,5% CO2,0 days 01:26:01.800000,0 days 01:26:17.549000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17888,Ply1158,5181.35,5198.549,17.2,4.570024825,0.2192666691,1.370117692,2.034746082,2.727518261,0.02963088635,5% CO2,0 days 01:26:21.350000,0 days 01:26:38.549000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17888,Ply1158,5203.25,5219.549,16.3,4.704698423,0.2129716291,1.498399992,2.01331483,2.814127147,0.02962661016,5% CO2,0 days 01:26:43.250000,0 days 01:26:59.549000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17895,Ply1155,5946.900000000001,5958.099,11.2,4.313573056,0.2323481983,1.167998664,2.042399285,2.773127287,0.02997631119,5% CO2,0 days 01:39:06.900000,0 days 01:39:18.099000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17895,Ply1155,5960.8,5976.4490000000005,15.65,4.253348541,0.2363779579,1.17592308,2.042974289,2.777573447,0.02997603814,5% CO2,0 days 01:39:20.800000,0 days 01:39:36.449000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17895,Ply1155,5978.75,5985.499000000001,6.75,3.960820389,0.2526895016,1.136225004,2.044951196,2.774671156,0.02996319423,5% CO2,0 days 01:39:38.750000,0 days 01:39:45.499000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17895,Ply1155,5988.25,5994.299,6.05,3.958494321,0.2528079664,1.194605978,2.038737409,2.793149581,0.02997422502,5% CO2,0 days 01:39:48.250000,0 days 01:39:54.299000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17895,Ply1155,6004.200000000001,6017.799,13.6,4.041132009,0.2477002166,1.173535875,2.040036517,2.793969602,0.02996468269,5% CO2,0 days 01:40:04.200000,0 days 01:40:17.799000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17895,Ply1155,6021.55,6035.749000000001,14.2,4.095055718,0.244740581,1.148212717,2.046351406,2.773631516,0.02995642583,5% CO2,0 days 01:40:21.550000,0 days 01:40:35.749000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17895,Ply1155,6044.650000000001,6054.649,10.0,4.035746415,0.2480047108,1.155280453,2.044408242,2.777274269,0.02997453104,5% CO2,0 days 01:40:44.650000,0 days 01:40:54.649000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17898,Ply1171,4229.1,4238.849,9.75,4.817984861,0.2090708163,1.62572691,1.994668622,2.85940564,0.03081580168,5% CO2,0 days 01:10:29.100000,0 days 01:10:38.849000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17898,Ply1171,4253.900000000001,4275.599,21.7,4.881621027,0.2104567078,1.525674031,2.004108696,2.823379723,0.03085871292,5% CO2,0 days 01:10:53.900000,0 days 01:11:15.599000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17898,Ply1171,4277.900000000001,4288.099,10.2,4.932810545,0.2056920802,1.568443882,1.99893419,2.852680423,0.03081675898,5% CO2,0 days 01:11:17.900000,0 days 01:11:28.099000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17898,Ply1171,4290.75,4309.799,19.05,4.937110217,0.2056952328,1.574934746,1.998339849,2.855335089,0.03078313691,5% CO2,0 days 01:11:30.750000,0 days 01:11:49.799000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17898,Ply1171,4331.6,4335.549,3.95,5.09798642,0.2051830784,1.585052093,2.028616769,2.732895724,0.03096075977,5% CO2,0 days 01:12:11.600000,0 days 01:12:15.549000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17899,Ply1168,5090.55,5093.4490000000005,2.9,5.000223527,0.2000799603,1.543581733,2.002608404,2.87856931,0.02968836175,5% CO2,0 days 01:24:50.550000,0 days 01:24:53.449000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17899,Ply1168,5122.55,5125.599,3.05,5.328908507,0.1888665746,1.596083331,2.006842211,2.857932276,0.02969252018,5% CO2,0 days 01:25:22.550000,0 days 01:25:25.599000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17899,Ply1168,5134.200000000001,5139.799,5.6,5.968249989,0.1814752437,1.529729164,2.013758262,2.841264397,0.02967762246,5% CO2,0 days 01:25:34.200000,0 days 01:25:39.799000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17899,Ply1168,5154.700000000001,5156.149,1.45,5.020874023,0.1992439926,1.589642848,2.013398712,2.847413155,0.02973383587,5% CO2,0 days 01:25:54.700000,0 days 01:25:56.149000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17899,Ply1168,5212.25,5215.899,3.65,5.894162705,0.178157355,1.534473695,2.027363532,2.805866597,0.02972782504,5% CO2,0 days 01:26:52.250000,0 days 01:26:55.899000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17899,Ply1168,5263.75,5321.549,57.8,4.735821358,0.2164904489,1.384547698,2.032828941,2.776724044,0.0296933442,5% CO2,0 days 01:27:43.750000,0 days 01:28:41.549000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17899,Ply1168,5390.1,5405.799,15.7,4.562047347,0.2197248086,1.27084066,2.039049705,2.754767598,0.02965810082,5% CO2,0 days 01:29:50.100000,0 days 01:30:05.799000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17899,Ply1168,5448.150000000001,5465.799,17.65,4.706473822,0.2133822556,1.420182935,2.033300748,2.772943999,0.02966154361,5% CO2,0 days 01:30:48.150000,0 days 01:31:05.799000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17901,Ply1153,4870.55,4879.499000000001,8.95,4.311634167,0.2323891593,1.207820947,2.041939739,2.736498603,0.03070907869,5% CO2,0 days 01:21:10.550000,0 days 01:21:19.499000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17901,Ply1153,4890.6,4908.099,17.5,4.699159509,0.2146166729,1.268625002,2.027021641,2.805238499,0.03063560766,5% CO2,0 days 01:21:30.600000,0 days 01:21:48.099000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17901,Ply1153,4913.400000000001,4921.149,7.75,4.602128274,0.2182657127,1.256312493,2.032376306,2.789310038,0.03059717794,5% CO2,0 days 01:21:53.400000,0 days 01:22:01.149000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17901,Ply1153,4923.55,4935.799,12.25,4.538019758,0.2283932634,1.320412737,2.034326787,2.783844438,0.03056750053,5% CO2,0 days 01:22:03.550000,0 days 01:22:15.799000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17901,Ply1153,4938.950000000001,4949.849,10.9,4.883170458,0.205227951,1.149170678,2.039627374,2.76538469,0.03061748905,5% CO2,0 days 01:22:18.950000,0 days 01:22:29.849000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17901,Ply1153,4955.85,4968.399,12.55,4.818551128,0.2093899035,1.355116533,2.032017362,2.795008689,0.03061175351,5% CO2,0 days 01:22:35.850000,0 days 01:22:48.399000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17904,Ply1166,7298.5,7309.249000000001,10.75,4.963239541,0.2019091799,1.437403853,2.004238604,2.95157472,0.0296552904,5% CO2,0 days 02:01:38.500000,0 days 02:01:49.249000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17904,Ply1166,7316.85,7325.6990000000005,8.85,4.959926889,0.2016744344,1.495282738,1.994664299,2.991391536,0.02969519743,5% CO2,0 days 02:01:56.850000,0 days 02:02:05.699000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17904,Ply1166,7338.55,7348.149,9.6,5.771296007,0.1740742905,1.865584484,1.996480141,2.978927574,0.02972880828,5% CO2,0 days 02:02:18.550000,0 days 02:02:28.149000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17904,Ply1166,7402.000000000001,7406.649,4.65,4.89652508,0.2044217248,1.412116479,1.983595966,3.034148452,0.02975241903,5% CO2,0 days 02:03:22,0 days 02:03:26.649000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17904,Ply1166,7409.750000000001,7421.149,11.4,4.799978922,0.2085699256,1.438767692,1.98277228,3.051483972,0.02975189113,5% CO2,0 days 02:03:29.750000,0 days 02:03:41.149000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17904,Ply1166,7443.200000000001,7451.349,8.15,4.921928512,0.2088361241,1.515592114,1.995663266,2.988984966,0.02972269908,5% CO2,0 days 02:04:03.200000,0 days 02:04:11.349000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17904,Ply1166,7464.450000000001,7471.299000000001,6.85,4.793550745,0.2086916054,1.460029319,1.998854376,2.991407889,0.02972472597,5% CO2,0 days 02:04:24.450000,0 days 02:04:31.299000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17904,Ply1166,7503.650000000001,7511.499000000001,7.85,4.786588669,0.2117352494,1.323133677,2.010943829,2.952452002,0.02972706975,5% CO2,0 days 02:05:03.650000,0 days 02:05:11.499000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17904,Ply1166,7529.150000000001,7535.299000000001,6.15,4.947079754,0.2025731598,1.522520832,1.998420475,3.01123563,0.02973455253,5% CO2,0 days 02:05:29.150000,0 days 02:05:35.299000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17904,Ply1166,7544.3,7556.399,12.1,4.929244568,0.2029745283,1.441406254,2.004160381,2.980323702,0.02970813502,5% CO2,0 days 02:05:44.300000,0 days 02:05:56.399000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
,,,,,,,,,,,,,,Room Air 2,Cal 20 Room Air,0,0,0,NA,NA,RA,NA
